FraudCaseID,TransactionID,CustomerID,FraudType,FraudStatus,RiskLevel,InvestigatorID,InvestigationDate,ResolutionDate,InvestigationDurationHours,FraudAmount,RecoveredAmount,FinancialLoss,CasePriority,InvestigationResult
FC000789,T00015754,C004456,Identity Theft,Closed,High,E00009,14-07-2026,15-07-2026,24,73.37,29.55,43.82,High,Account Secured
FC000790,T00015801,C004893,Card Theft,Escalated,High,E00047,20-01-2025,,144,319.35,260.94,58.41,High,Customer Reimbursed
FC000791,T00015814,C001324,ATM Fraud,Closed,Critical,E00148,25-05-2025,27-05-2025,48,245.14,219.88,25.26,High,Law Enforcement Referred
FC000792,T00015816,C001091,Card Theft,Closed,Critical,E00002,16-06-2025,16-06-2025,0,1290.97,0,1290.97,High,Confirmed Fraud
FC000793,T00015821,C000084,ATM Fraud,Closed,High,E00119,30-01-2025,30-01-2025,0,114.1,20.94,93.16,Medium,Account Secured
FC000794,T00015880,C003252,Account Takeover,Closed,High,E00145,23-04-2025,23-04-2025,0,1255.66,0,1255.66,High,Account Secured
FC000795,T00015891,C002617,Money Laundering,Closed,High,E00021,22-04-2025,28-04-2025,144,300.58,34.66,265.92,High,Confirmed Fraud
FC000796,T00015901,C001926,Online Banking Fraud,Open,High,E00103,19-07-2026,,216,315.23,74.79,240.44,High,Customer Reimbursed
FC000797,T00015902,C001807,Card Theft,Closed,High,E00107,09-03-2026,14-03-2026,120,1152.13,538.46,613.67,High,False Positive
FC000798,T00015915,C004390,International Fraud,Closed,Medium,E00070,02-04-2026,02-04-2026,0,113.36,0,113.36,Low,False Positive
FC000799,T00015916,C002103,Suspicious Transfer,Closed,High,E00036,03-09-2025,11-09-2025,192,460.6,154.7,305.9,Critical,False Positive
FC000800,T00015919,C000550,Identity Theft,Closed,Medium,E00080,29-06-2026,05-07-2026,144,1156.45,413.61,742.84,Low,False Positive
FC000801,T00015920,C004363,Money Laundering,Closed,High,E00135,15-05-2026,25-05-2026,240,24470.75,21476.48,2994.27,Low,Account Secured
FC000802,T00015944,C003587,UPI Fraud,Open,High,E00010,02-07-2025,,NULL,1267.82,0,1267.82,High,False Positive
FC000803,T00016012,C004315,Card Theft,Under Investigation,High,E00107,27-03-2025,,144,205.63,167.59,38.04,High,False Positive
FC000804,T00016023,C001251,Suspicious Transfer,Open,Critical,E00018,31-03-2025,,168,2259.38,300.68,1958.7,High,Account Secured
FC000805,T00016025,C001577,Merchant Fraud,Closed,High,E00124,25-04-2025,29-04-2025,96,1196.56,1012.34,184.22,High,Account Secured
FC000806,T00016029,C004761,Online Banking Fraud,Closed,Critical,E00084,06-03-2025,06-03-2025,0,2866.64,0,2866.64,Critical,Confirmed Fraud
FC000807,T00016034,C002972,UPI Fraud,Under Investigation,Critical,E00142,05-09-2025,,0,702.14,495.73,206.41,Critical,Account Secured
FC000808,T00016035,C000299,Identity Theft,Closed,High,E00145,29-01-2026,02-02-2026,96,621.5,101.46,520.05,High,Account Secured
FC000809,T00016049,C003327,Phishing,Closed,High,E00066,14-08-2025,14-08-2025,0,552.84,0,552.84,Medium,False Positive
FC000810,T00016059,C003274,Suspicious Transfer,Closed,High,E00127,05-09-2025,10-09-2025,120,1830.39,1228.13,602.26,Critical,Customer Reimbursed
FC000811,T00016062,C001867,Money Laundering,Closed,Critical,E00079,16-05-2026,21-05-2026,120,3604.48,2680.37,924.11,Medium,Account Secured
FC000812,T00016132,C002611,Account Takeover,Closed,Critical,E00099,20-03-2025,20-03-2025,0,933.92,0,933.92,Critical,False Positive
FC000813,T00016163,C003999,Suspicious Transfer,Closed,Critical,E00130,10-09-2025,16-09-2025,144,274.53,225.53,49,High,Law Enforcement Referred
FC000814,T00016175,C003819,Suspicious Transfer,Closed,Critical,E00136,24-05-2026,28-05-2026,96,1621.39,168.11,1453.28,High,Law Enforcement Referred
FC000815,T00016177,C003071,International Fraud,Open,High,E00126,17-12-2025,,144,241.25,54.95,186.3,High,False Positive
FC000816,T00016199,C004466,Account Takeover,Closed,High,E00038,04-03-2026,05-03-2026,24,523.91,350.11,173.8,High,Customer Reimbursed
FC000817,T00016202,C000349,Account Takeover,Under Investigation,High,E00073,11-04-2026,,168,218.66,84.13,134.53,Medium,False Positive
FC000818,T00016212,C002196,Phishing,Closed,Critical,E00030,10-01-2025,12-01-2025,48,54.62,43.39,11.22,Low,Customer Reimbursed
FC000819,T00016243,C001966,UPI Fraud,Closed,High,E00063,14-04-2025,19-04-2025,120,461.06,142.55,318.51,High,Law Enforcement Referred
FC000820,T00016244,C000225,Merchant Fraud,Escalated,Critical,E00042,11-07-2026,,144,96.45,11.07,85.38,Low,Law Enforcement Referred
FC000821,T00016269,C004301,Account Takeover,Open,High,E00100,06-09-2025,,144,565.8,61.08,504.71,Medium,Account Secured
FC000822,T00016344,C004952,Identity Theft,Closed,High,E00065,30-04-2025,03-05-2025,72,1658.04,624.65,1033.39,Critical,Account Secured
FC000823,T00016403,C000026,Money Laundering,Closed,Medium,E00136,18-02-2025,18-02-2025,0,2595.16,0,2595.16,High,False Positive
FC000824,T00016412,C004569,Online Banking Fraud,Open,High,E00029,20-05-2025,,216,524.79,301.14,223.65,High,False Positive
FC000825,T00016425,C003416,Identity Theft,Closed,High,E00054,09-07-2026,13-07-2026,96,858.6,644.89,213.71,High,Confirmed Fraud
FC000826,T00016434,C000668,Card Theft,Closed,Medium,E00105,10-01-2026,10-01-2026,0,772.94,0,772.94,Medium,False Positive
FC000827,T00016454,C004490,Merchant Fraud,Closed,Critical,E00091,06-07-2025,06-07-2025,0,458.96,49.87,409.08,High,Customer Reimbursed
FC000828,T00016504,C002337,Card Theft,Closed,Critical,E00110,15-06-2025,15-06-2025,0,264.62,0,264.62,High,Confirmed Fraud
FC000829,T00016508,C000547,Card Theft,Open,Medium,E00127,28-05-2025,,NULL,909,0,909,High,Law Enforcement Referred
FC000830,T00016579,C003125,Account Takeover,Closed,Critical,E00135,07-09-2025,13-09-2025,144,2292.37,1479.97,812.41,Critical,Account Secured
FC000831,T00016593,C003941,Card Theft,Closed,Critical,E00127,03-05-2026,11-05-2026,192,521.43,110.47,410.96,High,Law Enforcement Referred
FC000832,T00016611,C003102,ATM Fraud,Closed,High,E00148,01-04-2025,10-04-2025,216,662.07,270.3,391.78,Medium,Customer Reimbursed
FC000833,T00016616,C000328,UPI Fraud,Open,High,E00048,18-06-2025,,72,400.34,171.84,228.51,High,Customer Reimbursed
FC000834,T00016672,C003090,Account Takeover,Under Investigation,High,E00059,24-01-2025,,NULL,416.97,0,416.97,High,Account Secured
FC000835,T00016678,C003076,Phishing,Under Investigation,High,E00117,05-06-2026,,48,1884.68,892.38,992.3,High,Customer Reimbursed
FC000836,T00016683,C001573,Phishing,Escalated,High,E00126,13-07-2025,,72,1765.87,1110.1,655.78,High,Law Enforcement Referred
FC000837,T00016727,C000475,Merchant Fraud,Closed,Critical,E00052,02-12-2025,03-12-2025,24,3368.43,1644.61,1723.82,High,Law Enforcement Referred
FC000838,T00016774,C004325,Account Takeover,Closed,Medium,E00096,10-03-2026,13-03-2026,72,124.28,43.53,80.75,High,Law Enforcement Referred
FC000839,T00016782,C004582,ATM Fraud,Open,High,E00127,13-01-2026,,144,718.94,226.42,492.52,High,Law Enforcement Referred
FC000840,T00016792,C000195,Account Takeover,Closed,High,E00024,08-05-2026,11-05-2026,72,377.1,220.29,156.81,High,False Positive
FC000841,T00016807,C000402,Merchant Fraud,Under Investigation,Medium,E00018,26-08-2025,,120,867.57,721.6,145.97,Medium,Account Secured
FC000842,T00016828,C001594,ATM Fraud,Under Investigation,High,E00108,16-08-2025,,48,87.89,25.42,62.47,High,False Positive
FC000843,T00016837,C000777,Merchant Fraud,Closed,Critical,E00014,30-05-2026,02-06-2026,72,386.14,108.92,277.23,High,Customer Reimbursed
FC000844,T00016869,C001379,Suspicious Transfer,Closed,High,E00047,05-02-2025,07-02-2025,48,154.02,19.67,134.35,Medium,False Positive
FC000845,T00016877,C004475,Phishing,Closed,Critical,E00128,14-04-2025,20-04-2025,144,484.11,244.69,239.42,Medium,Law Enforcement Referred
FC000846,T00016880,C001487,Card Theft,Closed,High,E00058,06-11-2025,09-11-2025,72,1105.33,231.6,873.74,Low,False Positive
FC000847,T00016893,C004419,Merchant Fraud,Under Investigation,High,E00139,28-06-2026,,120,54.85,38.23,16.62,Critical,False Positive
FC000848,T00016899,C004557,Phishing,Closed,Critical,E00072,03-10-2025,04-10-2025,24,2839.9,1805.04,1034.87,High,Confirmed Fraud
FC000849,T00016907,C000456,Merchant Fraud,Escalated,High,E00117,31-07-2026,,96,5479.34,2362.7,3116.63,High,Customer Reimbursed
FC000850,T00016921,C001937,Online Banking Fraud,Closed,Medium,E00036,17-03-2026,25-03-2026,192,2354.28,285.51,2068.77,Critical,Law Enforcement Referred
FC000851,T00016928,C003204,ATM Fraud,Closed,High,E00079,12-02-2025,19-02-2025,168,405.95,187.35,218.6,High,Law Enforcement Referred
FC000852,T00016934,C001716,Money Laundering,Closed,Critical,E00061,09-11-2025,09-11-2025,0,519.73,0,519.73,Low,Customer Reimbursed
FC000853,T00016935,C003167,Online Banking Fraud,Closed,High,E00023,10-02-2026,10-02-2026,0,766.61,0,766.61,High,Account Secured
FC000854,T00016938,C002349,ATM Fraud,Under Investigation,High,E00134,23-04-2025,,72,829.97,590.87,239.1,High,Law Enforcement Referred
FC000855,T00016940,C000091,Money Laundering,Closed,High,E00119,28-07-2026,28-07-2026,0,342.39,0,342.39,High,Confirmed Fraud
FC000856,T00016960,C003911,ATM Fraud,Under Investigation,Critical,E00141,22-02-2026,,168,499.33,402.76,96.56,Medium,Account Secured
FC000857,T00016990,C002735,Merchant Fraud,Closed,High,E00114,20-01-2025,27-01-2025,168,127.71,107.69,20.02,High,False Positive
FC000858,T00017009,C000795,UPI Fraud,Open,Critical,E00001,24-09-2025,,24,2135.14,273.18,1861.96,Critical,Account Secured
FC000859,T00017018,C001485,Online Banking Fraud,Open,Medium,E00080,08-06-2025,,192,739.65,248.83,490.82,Critical,Account Secured
FC000860,T00017022,C000021,Money Laundering,Closed,High,E00019,14-06-2026,19-06-2026,120,1164.88,393.09,771.79,Critical,Account Secured
FC000861,T00017030,C004525,UPI Fraud,Closed,High,E00133,04-06-2025,04-06-2025,0,1182.36,0,1182.36,High,Confirmed Fraud
FC000862,T00017044,C002231,Identity Theft,Closed,High,E00055,11-04-2025,13-04-2025,48,653.95,437.69,216.26,Critical,Customer Reimbursed
FC000863,T00017106,C003029,UPI Fraud,Closed,Medium,E00035,05-04-2026,14-04-2026,216,756.91,311.57,445.34,High,Customer Reimbursed
FC000864,T00017109,C001395,International Fraud,Under Investigation,High,E00085,04-02-2025,,72,352.84,145.89,206.95,Medium,Customer Reimbursed
FC000865,T00017146,C002588,ATM Fraud,Under Investigation,High,E00080,24-09-2025,,96,683.27,190.08,493.19,High,False Positive
FC000866,T00017160,C001038,UPI Fraud,Escalated,Medium,E00061,20-09-2025,,0,765.12,498.49,266.64,High,Confirmed Fraud
FC000867,T00017172,C000343,Money Laundering,Closed,Medium,E00076,30-01-2025,07-02-2025,192,5324.54,2167.48,3157.06,Medium,False Positive
FC000868,T00017195,C002701,UPI Fraud,Closed,Critical,E00082,05-09-2025,11-09-2025,144,1668.78,1176.19,492.59,High,Confirmed Fraud
FC000869,T00017256,C004581,Phishing,Under Investigation,High,E00033,09-02-2025,,24,3073.67,2505.15,568.52,Medium,Confirmed Fraud
FC000870,T00017261,C001266,UPI Fraud,Closed,High,E00150,14-01-2026,22-01-2026,192,2572.74,1097.4,1475.34,High,Law Enforcement Referred
FC000871,T00017271,C002418,International Fraud,Closed,Critical,E00007,31-03-2026,04-04-2026,96,99.9,37,62.9,High,Law Enforcement Referred
FC000872,T00017275,C004759,UPI Fraud,Closed,Critical,E00018,27-08-2025,27-08-2025,0,1003.87,0,1003.87,Medium,Customer Reimbursed
FC000873,T00017287,C003058,Money Laundering,Closed,High,E00015,04-07-2025,12-07-2025,192,161.29,79.68,81.61,Medium,Law Enforcement Referred
FC000874,T00017314,C003672,Money Laundering,Closed,High,E00053,19-02-2025,28-02-2025,216,1588.57,219.56,1369.01,High,False Positive
FC000875,T00017336,C001974,Identity Theft,Closed,High,E00129,29-05-2026,31-05-2026,48,2099.45,1095.66,1003.79,Critical,Account Secured
FC000876,T00017340,C000946,Phishing,Closed,High,E00027,22-08-2025,31-08-2025,216,1348.44,1186.51,161.93,Critical,Law Enforcement Referred
FC000877,T00017357,C001396,Suspicious Transfer,Under Investigation,High,E00077,25-05-2025,,24,357.87,165.63,192.24,High,Customer Reimbursed
FC000878,T00017360,C001863,Phishing,Closed,High,E00135,23-06-2025,28-06-2025,120,267.02,143.36,123.66,Low,False Positive
FC000879,T00017365,C000044,ATM Fraud,Under Investigation,High,E00035,19-05-2025,,168,49.44,22.97,26.47,Critical,False Positive
FC000880,T00017399,C003199,Phishing,Under Investigation,High,E00125,11-09-2025,,120,2978.36,300.66,2677.71,High,Customer Reimbursed
FC000881,T00017400,C000948,Identity Theft,Closed,Critical,E00104,29-12-2025,29-12-2025,0,847.76,0,847.76,High,Account Secured
FC000882,T00017411,C001124,Identity Theft,Closed,High,E00147,28-10-2025,28-10-2025,0,8534.18,0,8534.18,Medium,Confirmed Fraud
FC000883,T00017420,C000920,UPI Fraud,Closed,Medium,E00099,18-07-2025,24-07-2025,144,1212.92,284.14,928.78,Medium,Account Secured
FC000884,T00017431,C004896,Online Banking Fraud,Closed,Medium,E00094,22-08-2025,22-08-2025,0,2019.2,0,2019.2,High,Account Secured
FC000885,T00017434,C001437,Online Banking Fraud,Closed,Critical,E00094,12-09-2025,15-09-2025,72,154.34,98.77,55.58,Medium,Customer Reimbursed
FC000886,T00017446,C003145,ATM Fraud,Under Investigation,High,E00041,26-08-2025,,24,1018.22,791.77,226.45,Critical,Law Enforcement Referred
FC000887,T00017448,C001890,UPI Fraud,Under Investigation,High,E00068,07-05-2025,,48,633.03,248.72,384.31,High,Account Secured
FC000888,T00017450,C003621,Phishing,Closed,High,E00113,10-06-2025,10-06-2025,0,2214.47,0,2214.47,Medium,Account Secured
FC000889,T00017453,C002914,Card Theft,Closed,Medium,E00063,05-07-2026,09-07-2026,96,798.9,265.35,533.55,Medium,Confirmed Fraud
FC000890,T00017457,C002403,Phishing,Closed,High,E00023,20-05-2026,22-05-2026,48,2917.07,848.99,2068.09,Critical,False Positive
FC000891,T00017462,C001770,Online Banking Fraud,Closed,High,E00036,14-03-2026,16-03-2026,48,5005.78,1808.66,3197.13,Critical,Customer Reimbursed
FC000892,T00017491,C004198,Phishing,Under Investigation,Medium,E00073,16-12-2025,,NULL,915.38,0,915.38,Critical,Law Enforcement Referred
FC000893,T00017517,C002326,UPI Fraud,Closed,Critical,E00053,18-04-2026,26-04-2026,192,429.13,105.38,323.75,Medium,False Positive
FC000894,T00017527,C002590,Money Laundering,Closed,High,E00002,10-04-2026,15-04-2026,120,708.74,255.97,452.77,High,Law Enforcement Referred
FC000895,T00017536,C004967,UPI Fraud,Closed,High,E00088,06-07-2025,06-07-2025,0,710.21,0,710.21,Critical,Law Enforcement Referred
FC000896,T00017544,C004708,Account Takeover,Closed,High,E00043,28-02-2026,28-02-2026,0,36.13,0,36.13,High,Law Enforcement Referred
FC000897,T00017556,C000305,UPI Fraud,Under Investigation,Critical,E00065,23-03-2025,,96,1496.64,688.38,808.26,Medium,Account Secured
FC000898,T00017563,C000096,Merchant Fraud,Closed,Medium,E00070,14-07-2026,14-07-2026,0,527.8,0,527.8,High,False Positive
FC000899,T00017587,C001016,Suspicious Transfer,Under Investigation,High,E00131,19-07-2026,,NULL,1376.11,0,1376.11,Critical,Customer Reimbursed
FC000900,T00017618,C004843,International Fraud,Closed,High,E00091,23-02-2026,25-02-2026,48,1541.39,296.44,1244.94,High,Customer Reimbursed
FC000901,T00017641,C001673,ATM Fraud,Closed,High,E00069,25-05-2026,25-05-2026,0,214.81,0,214.81,Medium,Account Secured
FC000902,T00017659,C003155,Online Banking Fraud,Escalated,High,E00094,28-05-2025,,120,1402.41,558.76,843.65,Low,Account Secured
FC000903,T00017675,C004963,Online Banking Fraud,Under Investigation,Medium,E00002,09-12-2025,,192,778.91,292.15,486.76,High,Confirmed Fraud
FC000904,T00017702,C001516,UPI Fraud,Under Investigation,High,E00060,27-01-2025,,NULL,5183.83,0,5183.83,High,Law Enforcement Referred
FC000905,T00017710,C000881,UPI Fraud,Escalated,High,E00013,16-04-2025,,168,453.17,124.78,328.38,High,Account Secured
FC000906,T00017739,C003792,Merchant Fraud,Under Investigation,Critical,E00113,10-02-2026,,192,1012.99,910.28,102.71,High,Law Enforcement Referred
FC000907,T00017752,C002953,ATM Fraud,Open,High,E00002,05-04-2025,,NULL,155.4,0,155.4,Medium,False Positive
FC000908,T00017754,C000360,UPI Fraud,Closed,High,E00093,16-01-2025,24-01-2025,192,634.65,455.83,178.83,Medium,Confirmed Fraud
FC000909,T00017767,C003944,UPI Fraud,Closed,High,E00148,03-01-2025,03-01-2025,0,836.87,0,836.87,Medium,False Positive
FC000910,T00017777,C004693,Online Banking Fraud,Closed,High,E00003,27-04-2026,27-04-2026,0,4353.22,0,4353.22,High,Law Enforcement Referred
FC000911,T00017778,C002905,Merchant Fraud,Closed,Medium,E00004,06-01-2025,11-01-2025,120,433.67,285.53,148.14,Critical,Customer Reimbursed
FC000912,T00017782,C000657,Account Takeover,Closed,High,E00011,02-12-2025,02-12-2025,0,647.83,0,647.83,Medium,Customer Reimbursed
FC000913,T00017783,C001899,ATM Fraud,Open,Medium,E00106,05-06-2026,,120,2456.49,454.89,2001.6,Critical,Confirmed Fraud
FC000914,T00017798,C000199,UPI Fraud,Escalated,Critical,E00146,28-01-2025,,120,352.23,124.29,227.94,Critical,Account Secured
FC000915,T00017805,C004909,Card Theft,Closed,High,E00048,18-07-2026,25-07-2026,168,2039.38,816.01,1223.37,Critical,False Positive
FC000916,T00017835,C002563,Card Theft,Closed,Medium,E00059,11-01-2026,11-01-2026,0,617.49,0,617.49,High,False Positive
FC000917,T00017841,C001261,Online Banking Fraud,Closed,Medium,E00117,25-04-2025,26-04-2025,24,259.55,202.61,56.93,Medium,Customer Reimbursed
FC000918,T00017991,C002505,Online Banking Fraud,Escalated,High,E00013,02-04-2026,,0,1408.35,1116.87,291.48,High,Customer Reimbursed
FC000919,T00017993,C000833,Identity Theft,Closed,High,E00046,27-04-2025,29-04-2025,48,1591.19,172.44,1418.76,Low,Customer Reimbursed
FC000920,T00018085,C001023,Identity Theft,Closed,High,E00049,14-09-2025,20-09-2025,144,192.26,127.57,64.69,Low,Account Secured
FC000921,T00018087,C002943,Online Banking Fraud,Closed,High,E00048,28-06-2025,08-07-2025,240,513.78,398.32,115.46,Medium,Customer Reimbursed
FC000922,T00018089,C004585,Money Laundering,Closed,High,E00146,22-05-2025,23-05-2025,24,1082.68,742.57,340.11,Low,Account Secured
FC000923,T00018094,C002066,Online Banking Fraud,Closed,High,E00117,10-03-2026,10-03-2026,0,1136.13,0,1136.13,Low,Account Secured
FC000924,T00018099,C001752,Identity Theft,Closed,High,E00102,05-07-2026,14-07-2026,216,636.55,263.29,373.26,Critical,Account Secured
FC000925,T00018122,C003442,Phishing,Closed,Medium,E00116,05-04-2026,06-04-2026,24,630.01,560.46,69.55,Medium,Law Enforcement Referred
FC000926,T00018128,C000207,Card Theft,Escalated,High,E00123,02-01-2026,,168,1070.19,859.56,210.63,High,Confirmed Fraud
FC000927,T00018144,C001020,Card Theft,Closed,High,E00019,18-11-2025,28-11-2025,240,495.46,136.85,358.61,Medium,Customer Reimbursed
FC000928,T00018156,C004324,UPI Fraud,Closed,High,E00066,04-07-2025,11-07-2025,168,246.52,194.93,51.58,Low,Confirmed Fraud
FC000929,T00018171,C001730,Card Theft,Closed,Medium,E00147,14-01-2026,17-01-2026,72,2184.53,1143.84,1040.69,Critical,Account Secured
FC000930,T00018176,C004650,International Fraud,Under Investigation,Critical,E00014,18-05-2025,,72,210.21,159.5,50.7,High,False Positive
FC000931,T00018205,C003080,ATM Fraud,Closed,High,E00021,06-06-2026,06-06-2026,0,2386.37,0,2386.37,High,Confirmed Fraud
FC000932,T00018206,C002618,Identity Theft,Closed,High,E00096,18-01-2026,28-01-2026,240,154.39,124.18,30.21,Medium,Confirmed Fraud
FC000933,T00018208,C002271,Online Banking Fraud,Under Investigation,High,E00007,11-04-2025,,120,494.26,213.33,280.93,High,Account Secured
FC000934,T00018219,C003710,Card Theft,Under Investigation,High,E00020,24-03-2025,,168,1234.91,962.57,272.34,Medium,Law Enforcement Referred
FC000935,T00018273,C003870,Suspicious Transfer,Escalated,High,E00132,04-04-2025,,120,12403.14,6314.07,6089.07,Critical,Account Secured
FC000936,T00018301,C000944,Online Banking Fraud,Closed,High,E00139,27-02-2025,05-03-2025,144,481.6,202.75,278.85,Medium,Account Secured
FC000937,T00018341,C004883,Account Takeover,Under Investigation,High,E00060,23-06-2026,,192,241.45,106.42,135.03,Low,Confirmed Fraud
FC000938,T00018357,C001997,Card Theft,Escalated,High,E00029,30-10-2025,,24,715.59,121.53,594.06,Low,False Positive
FC000939,T00018359,C004163,Account Takeover,Closed,Critical,E00112,26-05-2026,26-05-2026,0,613.38,0,613.38,Critical,Confirmed Fraud
FC000940,T00018430,C001909,UPI Fraud,Closed,High,E00046,19-11-2025,19-11-2025,0,239.06,0,239.06,High,False Positive
FC000941,T00018439,C000095,Online Banking Fraud,Closed,Critical,E00107,06-12-2025,14-12-2025,192,1214.55,178.72,1035.83,Medium,Account Secured
FC000942,T00018467,C001305,Suspicious Transfer,Escalated,Critical,E00079,26-01-2026,,24,598.95,136.6,462.35,High,Confirmed Fraud
FC000943,T00018474,C003433,International Fraud,Open,Critical,E00018,25-05-2025,,48,211.65,78.05,133.6,Low,Confirmed Fraud
FC000944,T00018477,C002753,Merchant Fraud,Closed,High,E00021,18-03-2026,25-03-2026,168,433.62,168.59,265.03,Critical,Account Secured
FC000945,T00018480,C001800,Identity Theft,Closed,High,E00080,15-08-2025,15-08-2025,0,3858.87,3105.76,753.1,Medium,Confirmed Fraud
FC000946,T00018533,C002540,Identity Theft,Closed,Medium,E00005,15-07-2025,25-07-2025,240,3795.99,2674.19,1121.8,Critical,Account Secured
FC000947,T00018588,C001942,Account Takeover,Under Investigation,High,E00060,27-07-2025,,72,186.79,65.23,121.56,Low,Customer Reimbursed
FC000948,T00018605,C001799,Account Takeover,Closed,High,E00134,27-03-2025,27-03-2025,0,297.44,0,297.44,High,False Positive
FC000949,T00018654,C003639,UPI Fraud,Open,High,E00055,12-02-2025,,24,74.41,43.1,31.31,High,Confirmed Fraud
FC000950,T00018695,C001247,Merchant Fraud,Escalated,Critical,E00057,14-07-2026,,120,1329.79,319.82,1009.97,Medium,Customer Reimbursed
FC000951,T00018744,C000030,Online Banking Fraud,Open,High,E00122,10-12-2025,,144,272.56,164.62,107.95,High,Confirmed Fraud
FC000952,T00018797,C002236,Suspicious Transfer,Closed,High,E00126,12-07-2026,20-07-2026,192,5591.63,2925.75,2665.88,High,Customer Reimbursed
FC000953,T00018842,C004957,Phishing,Closed,Critical,E00129,23-06-2026,29-06-2026,144,109.09,81.53,27.56,Medium,Customer Reimbursed
FC000954,T00018903,C000193,Phishing,Under Investigation,Critical,E00085,21-07-2026,,192,92.35,58.35,34,Medium,Confirmed Fraud
FC000955,T00018911,C002434,Account Takeover,Closed,Critical,E00072,29-12-2025,29-12-2025,0,1491.97,0,1491.97,High,Confirmed Fraud
FC000956,T00018922,C003859,Account Takeover,Closed,High,E00128,17-07-2026,21-07-2026,96,1412.46,1018.81,393.65,High,False Positive
FC000957,T00018931,C001439,Card Theft,Closed,Medium,E00086,08-01-2025,18-01-2025,240,175.48,76.39,99.09,Medium,Law Enforcement Referred
FC000958,T00018935,C001226,Online Banking Fraud,Escalated,High,E00114,25-05-2026,,NULL,467.5,0,467.5,Low,Account Secured
FC000959,T00018940,C003385,UPI Fraud,Closed,High,E00016,21-08-2025,28-08-2025,168,401.13,146.42,254.72,High,Account Secured
FC000960,T00018963,C004870,Card Theft,Escalated,Critical,E00098,27-06-2025,,216,1080.45,735.03,345.42,High,Customer Reimbursed
FC000961,T00018967,C001530,Online Banking Fraud,Closed,Medium,E00041,12-12-2025,20-12-2025,192,1785.48,823.68,961.8,High,False Positive
FC000962,T00018989,C003502,Suspicious Transfer,Closed,Medium,E00019,23-12-2025,27-12-2025,96,2781.83,1089.66,1692.18,High,Confirmed Fraud
FC000963,T00019014,C001549,UPI Fraud,Closed,Medium,E00116,31-08-2025,04-09-2025,96,213.81,128.2,85.6,High,Customer Reimbursed
FC000964,T00019028,C001609,UPI Fraud,Closed,Medium,E00011,06-09-2025,12-09-2025,144,397.43,213.4,184.03,Critical,Law Enforcement Referred
FC000965,T00019057,C003041,Money Laundering,Closed,High,E00047,20-10-2025,28-10-2025,192,16117.99,13545.53,2572.46,Medium,Confirmed Fraud
FC000966,T00019116,C002980,Phishing,Open,Medium,E00065,27-10-2025,,168,939.3,322.67,616.63,Medium,Customer Reimbursed
FC000967,T00019121,C002185,Phishing,Closed,High,E00125,14-04-2026,22-04-2026,192,123.38,107.83,15.54,Critical,Customer Reimbursed
FC000968,T00019134,C003614,ATM Fraud,Closed,High,E00095,20-03-2026,23-03-2026,72,3292.99,2786.11,506.88,High,Account Secured
FC000969,T00019147,C003892,ATM Fraud,Closed,Medium,E00062,22-05-2026,27-05-2026,120,638.99,399.64,239.35,Medium,Account Secured
FC000970,T00019158,C001347,Card Theft,Under Investigation,Critical,E00048,03-02-2026,,216,843.33,306.52,536.81,Low,Law Enforcement Referred
FC000971,T00019170,C003380,ATM Fraud,Under Investigation,High,E00024,08-04-2025,,192,197.73,115.95,81.78,Critical,Law Enforcement Referred
FC000972,T00019178,C002709,Online Banking Fraud,Closed,Critical,E00006,17-03-2025,19-03-2025,48,659.28,150.64,508.64,High,Customer Reimbursed
FC000973,T00019184,C001548,Identity Theft,Closed,High,E00094,08-03-2026,12-03-2026,96,517.3,462.73,54.57,High,Law Enforcement Referred
FC000974,T00019213,C004375,ATM Fraud,Closed,Critical,E00077,01-06-2025,01-06-2025,0,7131.27,0,7131.27,High,Account Secured
FC000975,T00019367,C000733,Online Banking Fraud,Closed,Medium,E00008,25-06-2025,05-07-2025,240,1063.16,432.55,630.61,High,Law Enforcement Referred
FC000976,T00019438,C001109,Merchant Fraud,Closed,High,E00129,23-06-2025,23-06-2025,0,2734.49,0,2734.49,High,Customer Reimbursed
FC000977,T00019477,C003881,Money Laundering,Closed,Critical,E00117,13-04-2025,13-04-2025,0,682.21,0,682.21,Critical,Account Secured
FC000978,T00019479,C001829,Account Takeover,Closed,Critical,E00004,10-01-2026,10-01-2026,0,189.49,77.46,112.02,Critical,Customer Reimbursed
FC000979,T00019483,C002464,Account Takeover,Open,Medium,E00049,10-05-2026,,216,631.29,211.75,419.54,Medium,Confirmed Fraud
FC000980,T00019518,C000360,Account Takeover,Closed,Medium,E00076,09-04-2026,15-04-2026,144,1466.5,778.93,687.56,High,Customer Reimbursed
FC000981,T00019541,C001706,Suspicious Transfer,Closed,High,E00010,24-03-2025,24-03-2025,0,1712.24,0,1712.24,Critical,Customer Reimbursed
FC000982,T00019565,C003362,Phishing,Open,Medium,E00125,29-10-2025,,24,86.18,68.61,17.58,High,Law Enforcement Referred
FC000983,T00019568,C004174,Money Laundering,Closed,High,E00008,06-04-2026,09-04-2026,72,9695.4,2824.63,6870.78,Medium,False Positive
FC000984,T00019624,C001272,Phishing,Open,Critical,E00120,04-12-2025,,120,2201.67,1243.17,958.5,High,False Positive
FC000985,T00019645,C004098,Card Theft,Closed,High,E00093,17-01-2026,17-01-2026,0,757.23,0,757.23,High,Law Enforcement Referred
