CardID,CustomerID,AccountID,BankID,CardType,CardNetwork,CardCategory,IssueDate,ExpiryDate,CardStatus,BlockedFlag,BlockReason
CD0000265,C000265,AC0000265,5,Debit,Visa,Standard,2020-10-21,2026-08-12,Blocked,1,Fraud Suspected
CD0000266,C000266,AC0005266,3,Debit,Mastercard,Business,2023-01-19,2026-10-06,Active,0,
CD0000267,C000267,AC0000267,1,Debit,Amex,Gold,2020-10-20,2026-08-21,Active,0,
CD0000268,C000268,AC0005268,6,Credit,Visa,Platinum,2023-05-31,2028-06-27,Active,0,
CD0000269,C000269,AC0000269,3,Debit,Visa,Platinum,2023-04-05,2029-07-28,Active,0,
CD0000270,C000270,AC0005270,6,Credit,Mastercard,Business,2023-12-11,2029-11-20,Active,0,
CD0000271,C000271,AC0000271,7,Debit,Mastercard,Gold,2021-03-02,2027-06-08,Active,0,
CD0000272,C000272,AC0005272,9,Debit,Visa,Standard,2020-11-21,2030-01-13,Active,0,
CD0000273,C000273,AC0000273,5,Credit,Mastercard,Platinum,2021-02-16,2026-10-17,Active,0,
CD0000274,C000274,AC0005274,1,Credit,Visa,Gold,2025-07-12,2030-02-14,Active,0,
CD0000275,C000275,AC0000275,3,Debit,Visa,Platinum,2023-02-18,2027-01-01,Active,0,
CD0000276,C000276,AC0005276,9,Credit,Visa,Gold,2025-03-21,2029-03-16,Blocked,1,Security Block
CD0000277,C000277,AC0000277,6,Credit,Mastercard,Business,2019-06-06,2026-06-13,Active,0,
CD0000278,C000278,AC0005278,7,Credit,Visa,Platinum,2022-09-15,2026-09-11,Active,0,
CD0000279,C000279,AC0000279,5,Debit,Mastercard,Gold,2019-12-22,2030-09-27,Active,0,
CD0000280,C000280,AC0005280,2,Debit,Visa,Platinum,2018-07-31,2026-11-26,Active,0,
CD0000281,C000281,AC0000281,9,Debit,Mastercard,Business,2022-03-31,2028-02-11,Blocked,1,Security Block
CD0000282,C000282,AC0005282,8,Debit,Amex,Business,2020-09-07,2028-01-10,Blocked,1,Security Block
CD0000283,C000283,AC0000283,10,Debit,Mastercard,Gold,2018-11-15,2026-06-08,Active,0,
CD0000284,C000284,AC0005284,9,Credit,Visa,Gold,2023-06-05,2028-04-10,Active,0,
CD0000285,C000285,AC0000285,3,Credit,Visa,Platinum,2025-10-20,2027-02-12,Active,0,
CD0000286,C000286,AC0005286,3,Debit,Visa,Gold,2021-07-20,2030-04-21,Active,0,
CD0000287,C000287,AC0000287,3,Credit,Mastercard,Gold,2021-12-06,2028-12-08,Active,0,
CD0000288,C000288,AC0005288,10,Credit,Mastercard,Platinum,2025-07-23,2029-07-31,Active,0,
CD0000289,C000289,AC0000289,6,Debit,Mastercard,Platinum,2021-05-17,2027-09-16,Expired,0,
CD0000290,C000290,AC0005290,5,Debit,Visa,Platinum,2024-06-21,2028-09-13,Active,0,
CD0000291,C000291,AC0000291,10,Credit,Mastercard,Business,2018-05-02,2028-02-24,Active,0,
CD0000292,C000292,AC0005292,7,Credit,Visa,Platinum,2021-10-13,2030-08-11,Active,0,
CD0000293,C000293,AC0000293,10,Credit,Visa,Platinum,2018-12-04,2026-05-17,Active,0,
CD0000294,C000294,AC0005294,10,Debit,Visa,Standard,2020-09-19,2026-04-20,Active,0,
CD0000295,C000295,AC0000295,1,Credit,Visa,Standard,2018-03-28,2030-07-30,Active,0,
CD0000296,C000296,AC0005296,4,Credit,Visa,Gold,2021-09-23,2029-02-19,Blocked,1,Security Block
CD0000297,C000297,AC0000297,8,Debit,Mastercard,Standard,2022-02-12,2026-06-08,Active,0,
CD0000298,C000298,AC0005298,9,Credit,Visa,Platinum,2023-04-28,2026-07-05,Active,0,
CD0000299,C000299,AC0000299,2,Debit,Mastercard,Platinum,2023-04-29,2028-05-24,Blocked,1,Security Block
CD0000300,C000300,AC0005300,4,Credit,Visa,Business,2022-08-17,2030-02-02,Active,0,
CD0000301,C000301,AC0000301,6,Debit,Mastercard,Platinum,2018-01-06,2026-11-22,Active,0,
CD0000302,C000302,AC0005302,8,Credit,Visa,Platinum,2025-08-03,2030-04-12,Active,0,
CD0000303,C000303,AC0000303,2,Debit,Mastercard,Gold,2022-01-10,2026-01-14,Active,0,
CD0000304,C000304,AC0005304,7,Debit,Visa,Standard,2021-01-08,2026-01-01,Active,0,
CD0000305,C000305,AC0000305,3,Credit,Mastercard,Standard,2020-12-15,2030-07-25,Active,0,
CD0000306,C000306,AC0005306,3,Credit,Mastercard,Business,2021-01-22,2027-04-25,Active,0,
CD0000307,C000307,AC0000307,6,Credit,Visa,Standard,2018-12-13,2029-07-09,Blocked,1,Security Block
CD0000308,C000308,AC0005308,5,Credit,Mastercard,Platinum,2022-04-08,2029-05-08,Active,0,
CD0000309,C000309,AC0000309,7,Debit,Mastercard,Gold,2023-12-30,2026-12-23,Active,0,
CD0000310,C000310,AC0005310,4,Debit,Visa,Gold,2024-06-08,2026-07-20,Active,0,
CD0000311,C000311,AC0000311,9,Debit,Mastercard,Business,2022-07-03,2026-01-27,Active,0,
CD0000312,C000312,AC0005312,1,Credit,Mastercard,Platinum,2022-07-11,2029-06-04,Active,0,
CD0000313,C000313,AC0000313,9,Credit,Mastercard,Platinum,2022-04-16,2028-03-24,Active,0,
CD0000314,C000314,AC0005314,1,Debit,Mastercard,Business,2021-05-23,2028-09-10,Expired,0,
CD0000315,C000315,AC0000315,8,Credit,Mastercard,Business,2021-01-31,2027-06-04,Active,0,
CD0000316,C000316,AC0005316,4,Debit,Visa,Business,2018-06-16,2030-07-04,Active,0,
CD0000317,C000317,AC0000317,4,Debit,Visa,Business,2022-07-09,2029-01-28,Active,0,
CD0000318,C000318,AC0005318,1,Debit,Mastercard,Platinum,2024-04-11,2028-10-03,Active,0,
CD0000319,C000319,AC0000319,8,Credit,Mastercard,Standard,2024-05-01,2026-12-01,Active,0,
CD0000320,C000320,AC0005320,2,Debit,Visa,Business,2024-11-08,2027-02-12,Active,0,
CD0000321,C000321,AC0000321,7,Debit,Amex,Standard,2020-02-03,2030-05-05,Active,0,
CD0000322,C000322,AC0005322,8,Debit,Visa,Platinum,2019-06-18,2030-06-25,Active,0,
CD0000323,C000323,AC0000323,9,Debit,Mastercard,Business,2024-12-15,2028-11-14,Blocked,1,Lost/Stolen
CD0000324,C000324,AC0005324,8,Debit,Amex,Gold,2025-11-15,2027-10-31,Active,0,
CD0000325,C000325,AC0000325,4,Debit,Visa,Standard,2021-01-12,2030-06-17,Active,0,
CD0000326,C000326,AC0005326,8,Debit,Mastercard,Business,2021-04-29,2027-08-29,Active,0,
CD0000327,C000327,AC0000327,9,Debit,Mastercard,Platinum,2020-04-08,2027-12-13,Blocked,1,Lost/Stolen
CD0000328,C000328,AC0005328,4,Credit,Visa,Platinum,2023-09-21,2029-12-16,Active,0,
CD0000329,C000329,AC0000329,2,Debit,Amex,Business,2025-05-01,2026-07-09,Active,0,
CD0000330,C000330,AC0005330,9,Debit,Visa,Business,2021-08-30,2030-01-22,Active,0,
CD0000331,C000331,AC0000331,2,Debit,Visa,Platinum,2024-06-27,2030-08-31,Expired,0,
CD0000332,C000332,AC0005332,6,Credit,Visa,Gold,2021-03-22,2029-04-17,Active,0,
CD0000333,C000333,AC0000333,3,Debit,Mastercard,Platinum,2018-11-27,2028-05-24,Blocked,1,Fraud Suspected
CD0000334,C000334,AC0005334,2,Credit,Visa,Gold,2021-08-10,2029-12-19,Active,0,
CD0000335,C000335,AC0000335,8,Debit,Mastercard,Gold,2023-01-06,2026-05-17,Active,0,
CD0000336,C000336,AC0005336,2,Debit,Amex,Business,2024-11-04,2029-05-06,Active,0,
CD0000337,C000337,AC0000337,7,Debit,Mastercard,Business,2024-03-12,2026-08-31,Active,0,
CD0000338,C000338,AC0005338,7,Debit,Mastercard,Platinum,2019-02-13,2026-04-18,Blocked,1,Fraud Suspected
CD0000339,C000339,AC0000339,1,Debit,Visa,Gold,2025-11-25,2027-01-26,Active,0,
CD0000340,C000340,AC0005340,2,Debit,Amex,Business,2021-04-04,2027-06-09,Active,0,
CD0000341,C000341,AC0000341,8,Credit,Visa,Standard,2021-03-14,2029-11-15,Active,0,
CD0000342,C000342,AC0005342,6,Credit,Mastercard,Business,2022-02-14,2026-11-02,Active,0,
CD0000343,C000343,AC0000343,2,Credit,Mastercard,Standard,2025-09-11,2030-03-31,Active,0,
CD0000344,C000344,AC0005344,10,Debit,Mastercard,Standard,2021-06-01,2027-11-07,Active,0,
CD0000345,C000345,AC0000345,3,Credit,Mastercard,Gold,2022-08-08,2029-01-11,Active,0,
CD0000346,C000346,AC0005346,1,Credit,Amex,Standard,2023-07-02,2029-10-03,Active,0,
CD0000347,C000347,AC0000347,10,Debit,Mastercard,Gold,2020-10-16,2030-04-12,Active,0,
CD0000348,C000348,AC0005348,1,Credit,Visa,Platinum,2021-11-25,2026-12-30,Active,0,
CD0000349,C000349,AC0000349,6,Debit,Mastercard,Gold,2019-03-04,2029-05-27,Active,0,
CD0000350,C000350,AC0005350,10,Credit,Visa,Platinum,2024-05-16,2027-03-04,Active,0,
CD0000351,C000351,AC0000351,6,Debit,Visa,Standard,2022-03-10,2026-12-15,Blocked,1,Security Block
CD0000352,C000352,AC0005352,6,Debit,Mastercard,Standard,2025-10-30,2029-10-03,Active,0,
CD0000353,C000353,AC0000353,4,Credit,Visa,Business,2021-09-23,2029-12-16,Active,0,
CD0000354,C000354,AC0005354,2,Credit,Visa,Business,2018-12-31,2029-07-29,Active,0,
CD0000355,C000355,AC0000355,6,Debit,Mastercard,Business,2023-05-31,2026-10-30,Active,0,
CD0000356,C000356,AC0005356,9,Credit,Amex,Platinum,2020-10-13,2029-02-19,Active,0,
CD0000357,C000357,AC0000357,1,Debit,Mastercard,Gold,2023-10-31,2028-01-16,Active,0,
CD0000358,C000358,AC0005358,9,Debit,Mastercard,Standard,2021-05-17,2026-02-20,Active,0,
CD0000359,C000359,AC0000359,5,Debit,Mastercard,Gold,2020-06-05,2029-09-12,Active,0,
CD0000360,C000360,AC0005360,6,Debit,Mastercard,Standard,2018-12-11,2030-06-19,Active,0,
CD0000361,C000361,AC0000361,2,Debit,Mastercard,Gold,2020-03-30,2028-03-31,Expired,0,
CD0000362,C000362,AC0005362,7,Credit,Mastercard,Standard,2024-10-09,2027-08-03,Active,0,
CD0000363,C000363,AC0000363,2,Credit,Visa,Business,2020-04-14,2026-12-11,Blocked,1,Security Block
CD0000364,C000364,AC0005364,3,Credit,Visa,Platinum,2018-11-15,2026-09-12,Active,0,
CD0000365,C000365,AC0000365,8,Debit,Visa,Gold,2018-02-09,2027-01-26,Blocked,1,Lost/Stolen
CD0000366,C000366,AC0005366,1,Credit,Visa,Standard,2022-03-04,2026-01-07,Active,0,
CD0000367,C000367,AC0000367,5,Debit,Mastercard,Platinum,2025-08-14,2029-11-15,Active,0,
CD0000368,C000368,AC0005368,6,Debit,Visa,Business,2023-06-19,2026-04-24,Active,0,
CD0000369,C000369,AC0000369,2,Credit,Mastercard,Gold,2024-06-29,2029-05-13,Active,0,
CD0000370,C000370,AC0005370,3,Credit,Visa,Gold,2022-09-18,2030-09-19,Blocked,1,Excessive Attempts
CD0000371,C000371,AC0000371,4,Debit,Visa,Business,2020-08-09,2026-02-01,Active,0,
CD0000372,C000372,AC0005372,7,Debit,Amex,Standard,2021-02-15,2028-08-27,Active,0,
CD0000373,C000373,AC0000373,10,Debit,Mastercard,Standard,2023-09-24,2029-12-14,Blocked,1,Security Block
CD0000374,C000374,AC0005374,9,Debit,Mastercard,Standard,2025-12-19,2030-01-26,Active,0,
CD0000375,C000375,AC0000375,2,Debit,Visa,Platinum,2020-02-09,2028-06-25,Active,0,
CD0000376,C000376,AC0005376,1,Debit,Mastercard,Business,2024-02-16,2028-02-29,Active,0,
CD0000377,C000377,AC0000377,1,Debit,Mastercard,Gold,2019-10-29,2026-03-16,Expired,0,
CD0000378,C000378,AC0005378,6,Credit,Amex,Gold,2024-07-15,2030-03-23,Blocked,1,Fraud Suspected
CD0000379,C000379,AC0000379,2,Credit,Mastercard,Business,2021-01-26,2029-03-04,Active,0,
CD0000380,C000380,AC0005380,3,Debit,Visa,Platinum,2019-04-06,2026-05-28,Active,0,
CD0000381,C000381,AC0000381,9,Credit,Mastercard,Business,2023-09-06,2030-10-08,Active,0,
CD0000382,C000382,AC0005382,9,Credit,Mastercard,Gold,2019-11-12,2027-12-29,Active,0,
CD0000383,C000383,AC0000383,9,Debit,Mastercard,Standard,2024-02-14,2029-07-21,Blocked,1,Fraud Suspected
CD0000384,C000384,AC0005384,3,Debit,Visa,Platinum,2024-10-06,2028-11-16,Active,0,
CD0000385,C000385,AC0000385,7,Debit,Amex,Platinum,2019-02-28,2028-03-06,Active,0,
CD0000386,C000386,AC0005386,7,Debit,Visa,Business,2025-08-18,2030-12-04,Active,0,
CD0000387,C000387,AC0000387,2,Credit,Mastercard,Gold,2021-01-19,2028-10-06,Active,0,
CD0000388,C000388,AC0005388,6,Credit,Mastercard,Business,2024-09-30,2026-12-29,Active,0,
CD0000389,C000389,AC0000389,6,Debit,Mastercard,Standard,2019-01-13,2029-11-09,Active,0,
CD0000390,C000390,AC0005390,4,Debit,Visa,Gold,2019-07-29,2030-10-04,Active,0,
CD0000391,C000391,AC0000391,8,Credit,Visa,Business,2023-03-31,2030-09-25,Active,0,
CD0000392,C000392,AC0005392,7,Credit,Visa,Platinum,2018-04-26,2030-01-08,Active,0,
CD0000393,C000393,AC0000393,6,Credit,Visa,Platinum,2019-05-02,2026-04-14,Active,0,
CD0000394,C000394,AC0005394,8,Debit,Mastercard,Platinum,2022-01-23,2027-07-08,Expired,0,
CD0000395,C000395,AC0000395,8,Credit,Mastercard,Platinum,2020-09-10,2030-08-03,Blocked,1,Lost/Stolen
CD0000396,C000396,AC0005396,6,Debit,Mastercard,Standard,2019-06-11,2028-06-22,Blocked,1,Security Block
CD0000397,C000397,AC0000397,3,Credit,Visa,Business,2024-03-04,2030-06-12,Active,0,
CD0000398,C000398,AC0005398,8,Credit,Mastercard,Business,2023-03-09,2028-01-24,Active,0,
CD0000399,C000399,AC0000399,8,Debit,Amex,Business,2024-05-26,2028-10-09,Active,0,
CD0000400,C000400,AC0005400,10,Debit,Mastercard,Business,2024-10-21,2029-08-31,Expired,0,
CD0000401,C000401,AC0000401,2,Debit,Mastercard,Standard,2024-08-14,2026-03-22,Active,0,
CD0000402,C000402,AC0005402,5,Credit,Visa,Platinum,2024-05-04,2026-01-20,Blocked,1,Security Block
CD0000403,C000403,AC0000403,10,Credit,Visa,Standard,2024-04-26,2026-12-28,Active,0,
CD0000404,C000404,AC0005404,6,Credit,Mastercard,Gold,2024-03-19,2029-11-08,Active,0,
CD0000405,C000405,AC0000405,10,Debit,Mastercard,Business,2024-05-07,2026-09-19,Active,0,
CD0000406,C000406,AC0005406,1,Debit,Amex,Standard,2019-08-25,2026-06-10,Active,0,
CD0000407,C000407,AC0000407,1,Debit,Mastercard,Gold,2019-06-07,2028-08-26,Active,0,
CD0000408,C000408,AC0005408,8,Debit,Amex,Gold,2018-09-15,2029-10-30,Active,0,
CD0000409,C000409,AC0000409,4,Debit,Amex,Platinum,2020-07-04,2026-11-22,Active,0,
CD0000410,C000410,AC0005410,6,Debit,Visa,Gold,2019-07-26,2030-09-03,Active,0,
CD0000411,C000411,AC0000411,5,Debit,Visa,Platinum,2018-01-25,2028-10-10,Expired,0,
CD0000412,C000412,AC0005412,5,Credit,Visa,Platinum,2022-09-16,2030-09-06,Blocked,1,Excessive Attempts
CD0000413,C000413,AC0000413,10,Debit,Mastercard,Business,2023-10-21,2029-09-27,Blocked,1,Security Block
CD0000414,C000414,AC0005414,1,Debit,Visa,Gold,2020-04-18,2030-01-18,Active,0,
CD0000415,C000415,AC0000415,8,Debit,Visa,Gold,2024-02-05,2026-01-03,Active,0,
CD0000416,C000416,AC0005416,9,Debit,Amex,Business,2020-08-21,2030-01-28,Active,0,
CD0000417,C000417,AC0000417,7,Credit,Mastercard,Gold,2021-10-05,2028-10-21,Active,0,
CD0000418,C000418,AC0005418,4,Debit,Visa,Business,2025-10-09,2030-11-30,Active,0,
CD0000419,C000419,AC0000419,2,Credit,Visa,Business,2019-02-20,2026-08-01,Blocked,1,Security Block
CD0000420,C000420,AC0005420,7,Debit,Visa,Gold,2022-06-24,2027-08-03,Active,0,
CD0000421,C000421,AC0000421,5,Credit,Visa,Platinum,2023-11-12,2029-10-08,Blocked,1,Security Block
CD0000422,C000422,AC0005422,2,Debit,Mastercard,Gold,2022-10-05,2029-07-26,Active,0,
CD0000423,C000423,AC0000423,4,Debit,Visa,Standard,2021-04-11,2030-11-25,Active,0,
CD0000424,C000424,AC0005424,10,Debit,Mastercard,Platinum,2018-07-25,2029-07-09,Active,0,
CD0000425,C000425,AC0000425,3,Debit,Mastercard,Platinum,2023-05-11,2029-04-26,Active,0,
CD0000426,C000426,AC0005426,2,Credit,Visa,Platinum,2020-11-25,2028-09-08,Blocked,1,Fraud Suspected
CD0000427,C000427,AC0000427,7,Debit,Mastercard,Platinum,2022-10-23,2030-11-21,Active,0,
CD0000428,C000428,AC0005428,2,Debit,Visa,Business,2023-06-14,2028-02-22,Active,0,
CD0000429,C000429,AC0000429,10,Credit,Visa,Gold,2020-05-31,2027-01-27,Blocked,1,Security Block
CD0000430,C000430,AC0005430,9,Credit,Mastercard,Platinum,2024-06-04,2028-07-12,Active,0,
CD0000431,C000431,AC0000431,10,Credit,Visa,Platinum,2019-09-05,2026-05-24,Active,0,
CD0000432,C000432,AC0005432,10,Debit,Mastercard,Standard,2025-08-15,2030-07-28,Blocked,1,Fraud Suspected
CD0000433,C000433,AC0000433,3,Debit,Amex,Standard,2024-05-11,2026-09-14,Active,0,
CD0000434,C000434,AC0005434,3,Credit,Amex,Gold,2018-03-19,2026-06-19,Active,0,
CD0000435,C000435,AC0000435,4,Debit,Mastercard,Standard,2018-02-14,2030-01-05,Expired,0,
CD0000436,C000436,AC0005436,5,Debit,Amex,Gold,2023-12-26,2028-05-27,Expired,0,
CD0000437,C000437,AC0000437,9,Credit,Visa,Business,2018-08-03,2027-06-04,Active,0,
CD0000438,C000438,AC0005438,8,Debit,Mastercard,Business,2022-05-19,2030-11-03,Active,0,
CD0000439,C000439,AC0000439,7,Debit,Visa,Business,2018-10-23,2030-09-29,Blocked,1,Security Block
CD0000440,C000440,AC0005440,9,Credit,Visa,Gold,2019-09-30,2026-07-29,Active,0,
CD0000441,C000441,AC0000441,7,Debit,Visa,Gold,2024-01-30,2030-03-09,Active,0,
CD0000442,C000442,AC0005442,4,Debit,Visa,Gold,2024-11-14,2029-08-11,Active,0,
CD0000443,C000443,AC0000443,5,Credit,Mastercard,Platinum,2019-12-08,2028-10-24,Active,0,
CD0000444,C000444,AC0005444,6,Credit,Mastercard,Standard,2020-09-15,2026-08-13,Active,0,
CD0000445,C000445,AC0000445,1,Debit,Visa,Business,2022-02-04,2028-09-07,Active,0,
CD0000446,C000446,AC0005446,8,Debit,Mastercard,Standard,2022-07-20,2029-03-20,Blocked,1,Lost/Stolen
CD0000447,C000447,AC0000447,7,Debit,Visa,Platinum,2018-03-12,2026-09-04,Active,0,
CD0000448,C000448,AC0005448,8,Debit,Mastercard,Platinum,2019-08-22,2027-06-12,Active,0,
CD0000449,C000449,AC0000449,6,Credit,Amex,Standard,2018-07-26,2026-08-01,Active,0,
CD0000450,C000450,AC0005450,8,Debit,Mastercard,Standard,2020-06-23,2027-05-31,Active,0,
CD0000451,C000451,AC0000451,10,Debit,Visa,Gold,2025-11-20,2030-12-16,Expired,0,
CD0000452,C000452,AC0005452,6,Debit,Visa,Gold,2018-12-08,2027-10-13,Blocked,1,Fraud Suspected
CD0000453,C000453,AC0000453,5,Debit,Visa,Platinum,2020-02-20,2030-10-01,Active,0,
CD0000454,C000454,AC0005454,2,Debit,Mastercard,Standard,2022-09-01,2028-09-20,Active,0,
CD0000455,C000455,AC0000455,8,Debit,Visa,Standard,2024-06-01,2029-04-22,Active,0,
CD0000456,C000456,AC0005456,10,Credit,Mastercard,Gold,2020-12-01,2029-01-30,Active,0,
CD0000457,C000457,AC0000457,7,Credit,Amex,Gold,2025-04-05,2026-08-16,Active,0,
CD0000458,C000458,AC0005458,9,Debit,Visa,Platinum,2020-06-15,2026-12-28,Blocked,1,Excessive Attempts
CD0000459,C000459,AC0000459,9,Credit,Visa,Business,2025-02-28,2029-04-19,Active,0,
CD0000460,C000460,AC0005460,8,Credit,Visa,Standard,2024-11-13,2028-03-05,Active,0,
CD0000461,C000461,AC0000461,6,Debit,Visa,Gold,2020-08-10,2027-01-20,Active,0,
CD0000462,C000462,AC0005462,1,Credit,Mastercard,Business,2021-01-22,2027-11-21,Blocked,1,Security Block
CD0000463,C000463,AC0000463,1,Credit,Mastercard,Business,2023-09-10,2030-01-14,Active,0,
CD0000464,C000464,AC0005464,3,Debit,Mastercard,Business,2019-08-22,2026-05-31,Active,0,
CD0000465,C000465,AC0000465,5,Credit,Visa,Business,2023-05-28,2028-12-17,Active,0,
CD0000466,C000466,AC0005466,8,Debit,Visa,Platinum,2023-10-09,2027-06-29,Active,0,
CD0000467,C000467,AC0000467,5,Credit,Visa,Platinum,2021-06-17,2029-06-10,Active,0,
CD0000468,C000468,AC0005468,1,Credit,Mastercard,Business,2021-01-02,2030-01-30,Active,0,
CD0000469,C000469,AC0000469,3,Credit,Visa,Gold,2023-11-04,2026-05-16,Active,0,
CD0000470,C000470,AC0005470,10,Credit,Visa,Platinum,2023-04-01,2026-01-12,Active,0,
CD0000471,C000471,AC0000471,10,Credit,Visa,Standard,2024-07-31,2030-01-24,Active,0,
CD0000472,C000472,AC0005472,4,Debit,Mastercard,Platinum,2022-09-25,2030-10-14,Active,0,
CD0000473,C000473,AC0000473,9,Debit,Visa,Platinum,2019-07-13,2028-10-06,Active,0,
CD0000474,C000474,AC0005474,8,Credit,Visa,Gold,2020-04-16,2030-12-01,Expired,0,
CD0000475,C000475,AC0000475,10,Debit,Mastercard,Gold,2021-10-05,2027-06-01,Blocked,1,Lost/Stolen
CD0000476,C000476,AC0005476,9,Credit,Visa,Platinum,2020-06-18,2029-01-21,Active,0,
CD0000477,C000477,AC0000477,7,Debit,Mastercard,Standard,2023-02-11,2026-06-11,Blocked,1,Security Block
CD0000478,C000478,AC0005478,4,Credit,Visa,Standard,2022-02-23,2028-03-17,Blocked,1,Security Block
CD0000479,C000479,AC0000479,7,Debit,Visa,Platinum,2018-12-01,2026-02-17,Active,0,
CD0000480,C000480,AC0005480,4,Debit,Visa,Standard,2023-10-24,2028-11-12,Active,0,
CD0000481,C000481,AC0000481,4,Debit,Amex,Standard,2020-03-31,2029-12-03,Blocked,1,Excessive Attempts
CD0000482,C000482,AC0005482,7,Debit,Amex,Business,2021-11-19,2028-08-01,Active,0,
CD0000483,C000483,AC0000483,6,Debit,Visa,Standard,2018-03-31,2029-11-04,Active,0,
CD0000484,C000484,AC0005484,6,Debit,Visa,Platinum,2019-06-14,2028-03-01,Active,0,
CD0000485,C000485,AC0000485,4,Debit,Mastercard,Business,2023-08-20,2028-01-27,Expired,0,
CD0000486,C000486,AC0005486,5,Credit,Visa,Standard,2018-03-28,2026-05-25,Active,0,
CD0000487,C000487,AC0000487,1,Debit,Visa,Business,2020-03-31,2027-02-08,Active,0,
CD0000488,C000488,AC0005488,7,Debit,Visa,Standard,2022-03-05,2028-06-05,Blocked,1,Security Block
CD0000489,C000489,AC0000489,6,Debit,Mastercard,Platinum,2024-08-10,2029-06-23,Active,0,
CD0000490,C000490,AC0005490,10,Credit,Visa,Business,2023-03-04,2026-05-11,Blocked,1,Security Block
CD0000491,C000491,AC0000491,6,Credit,Amex,Business,2022-03-07,2027-06-07,Active,0,
CD0000492,C000492,AC0005492,5,Debit,Mastercard,Gold,2018-08-10,2027-06-09,Blocked,1,Excessive Attempts
CD0000493,C000493,AC0000493,1,Credit,Visa,Standard,2025-09-29,2026-12-24,Active,0,
CD0000494,C000494,AC0005494,2,Credit,Mastercard,Platinum,2021-05-20,2030-10-03,Active,0,
CD0000495,C000495,AC0000495,4,Debit,Mastercard,Gold,2023-12-31,2030-05-31,Active,0,
CD0000496,C000496,AC0005496,4,Debit,Visa,Business,2025-11-16,2026-11-08,Blocked,1,Excessive Attempts
CD0000497,C000497,AC0000497,4,Debit,Mastercard,Standard,2022-09-07,2028-07-02,Active,0,
CD0000498,C000498,AC0005498,4,Credit,Mastercard,Gold,2020-04-16,2028-05-09,Active,0,
CD0000499,C000499,AC0000499,8,Debit,Visa,Platinum,2024-12-30,2026-05-09,Active,0,
CD0000500,C000500,AC0005500,2,Credit,Mastercard,Platinum,2023-02-12,2028-08-11,Blocked,1,Excessive Attempts
CD0000501,C000501,AC0000501,4,Debit,Mastercard,Standard,2019-12-07,2026-07-08,Active,0,
CD0000502,C000502,AC0005502,2,Debit,Visa,Platinum,2021-12-20,2026-06-24,Blocked,1,Security Block
CD0000503,C000503,AC0000503,4,Debit,Visa,Platinum,2025-11-23,2027-12-13,Expired,0,
CD0000504,C000504,AC0005504,7,Credit,Mastercard,Standard,2018-12-07,2029-04-14,Active,0,
CD0000505,C000505,AC0000505,1,Debit,Mastercard,Gold,2022-09-02,2027-03-03,Blocked,1,Lost/Stolen
CD0000506,C000506,AC0005506,4,Debit,Visa,Business,2021-11-07,2030-02-08,Active,0,
CD0000507,C000507,AC0000507,1,Debit,Visa,Platinum,2023-04-09,2026-11-09,Active,0,
CD0000508,C000508,AC0005508,10,Debit,Visa,Gold,2024-12-28,2026-04-05,Active,0,
CD0000509,C000509,AC0000509,8,Credit,Mastercard,Gold,2025-01-30,2026-03-08,Active,0,
CD0000510,C000510,AC0005510,3,Debit,Visa,Platinum,2025-04-14,2028-07-29,Active,0,
CD0000511,C000511,AC0000511,2,Credit,Visa,Platinum,2018-11-23,2030-08-09,Active,0,
CD0000512,C000512,AC0005512,1,Credit,Mastercard,Business,2025-08-15,2028-09-19,Blocked,1,Security Block
CD0000513,C000513,AC0000513,5,Debit,Amex,Platinum,2020-09-24,2029-10-18,Expired,0,
CD0000514,C000514,AC0005514,8,Credit,Mastercard,Gold,2022-05-27,2026-10-14,Active,0,
CD0000515,C000515,AC0000515,6,Debit,Amex,Standard,2020-07-01,2028-12-06,Active,0,
CD0000516,C000516,AC0005516,9,Credit,Visa,Platinum,2020-09-14,2030-05-11,Active,0,
